41 910
185 25
17 401
178 660
81 104
472 110
775 75
797 501
591 991
632 170
646 579
332 491
558 393
609 790
727 674
992 913
93 678
60 690
74 718
97 715
81 582
357 542
360 451
113 152
750 748
119 626
506 742
971 222
14 587
30 579
124 744
135 84
591 101
4 621
630 162
331 778
59 408
226 15
140 471
896 830
35 851
113 422
234 209
606 161
275 774
29 94
31 521
912 15
12 801
49 311
459 938
356 400
163 162
146 39
20 697
477 166
43 4
344 155
127 6
170 573
51 327
33 561
1 700
103 705
662 875
244 918
36 105
482 58
833 458
135 544
31 125
337 540
406 888
379 394
672 106
278 488
135 514
331 914
206 779
134 549
577 800
649 216
896 782
508 666
428 343
760 112
67 10
992 193
322 35
687 245
739 34
470 657
873 998
277 122
206 260
277 246
102 245
494 995
495 718
98 298
323 30
858 850
346 791
324 8
385 198
649 437
148 692
244 603
310 405
427 984
76 623
687 886
273 817
599 552
383 445
134 967
268 170
124 565
86 90
217 396
141 219
417 515
15 840
167 559
930 267
169 876
982 344
976 719
948 313
609 567
492 916
472 136
201 698
103 370
178 667
535 429
109 7
964 724
630 708
229 929
155 441
583 533
686 620
662 821
497 751
291 771
662 526
656 859
486 735
135 3
66 152
60 969
87 655
200 707
324 43
122 807
568 898
208 72
342 455
550 552
115 78
195 269
324 162
59 386
141 468
89 823
29 966
609 713
206 817
256 749
687 446
73 803
92 118
54 252
124 205
79 890
29 644
443 793
688 444
577 525
85 60
284 954
201 891
568 702
838 393
172 369
577 82
532 72
283 612
427 878
322 783
153 899
550 436
309 315
568 975
202 749
161 68
288 31
472 815
383 206
103 553
329 7
608 694
72 708
739 885
564 333
120 897
497 196
608 482
979 636
818 805
78 1
558 740
486 381
834 260
123 25
971 841
140 831
737 700
427 954
25 575
356 108
25 352
28 57
103 796
599 247
566 343
497 319
9 430
381 524
976 576
813 569
769 523
345 216
866 370
812 710
365 745
215 612
184 736
220 339
688 94
142 790
809 779
202 12
270 480
20 898
558 786
108 504
15 512
638 338
449 374
331 761
112 108
585 671
55 101
324 271
248 893
244 23
937 711
982 58
366 963
266 633
637 156
672 578
212 913
845 2
834 465
69 641
329 178
1 519
505 295
809 548
346 69
50 889
377 169
356 478
273 941
947 655
33 857
282 824
680 160
41 685
166 420
833 931
338 735
32 297
270 850
221 180
948 860
96 913
164 783
834 484
533 381
291 510
982 619
223 678
144 99
387 409
41 395
87 805
127 692
139 25
934 557
643 15
212 116
33 932
279 207
385 444
357 254
638 951
608 295
873 755
606 503
862 641
18 218
178 988
469 745
253 404
102 230
289 516
432 134
194 900
477 942
724 575
181 703
79 725
171 371
797 37
145 588
309 653
48 420
73 490
830 782
296 872
687 159
122 7
74 855
210 410
17 962
73 584
148 127
183 762
433 746
378 109
72 597
128 509
485 938
326 887
62 20
71 491
568 3
83 121
727 197
296 398
502 880
459 96
189 719
328 944
21 899
520 856
591 355
392 525
417 746
285 436
360 814
845 181
389 701
617 231
452 46
646 285
200 473
808 859
523 588
217 351
986 451
229 732
73 835
818 876
342 225
656 181
36 340
331 530
30 247
585 546
147 192
78 623
248 251
731 126
185 593
102 301
299 226
828 356
194 752
14 741
56 897
55 923
576 154
508 195
207 320
139 1000
195 214
153 276
497 227
92 157
29 209
12 313
459 806
164 151
523 793
226 625
229 246
182 654
920 364
407 75
331 43
338 382
310 849
24 117
169 712
827 552
722 127
76 354
289 62
432 329
81 784
356 753
535 510
428 733
92 258
67 388
858 374
189 263
43 778
330 927
138 490
930 177
208 79
406 890
915 120
971 593
934 954
844 343
248 780
212 110
947 960
89 196
15 403
123 706
72 792
785 58
727 881
13 905
142 37
883 219
268 204
328 572
74 664
638 659
303 704
585 318
282 239
40 825
134 40
110 193
508 504
484 465
727 170
652 255
226 18
912 127
606 303
5 693
176 159
785 141
920 936
406 527
838 97
759 571
570 378
109 950
60 698
296 728
194 11
337 595
171 718
328 677
8 793
499 385
303 839
134 667
379 717
42 242
62 952
568 991
591 559
149 131
517 464
20 126
145 162
381 204
32 373
210 910
407 754
176 301
286 985
640 941
197 371
138 320
282 916
750 997
474 458
299 386
124 434
615 988
153 552
322 453
924 240
278 146
38 4
827 73
278 39
9 80
10 156
180 777
495 573
948 419
323 358
296 124
568 868
797 107
210 610
21 768
85 848
112 314
18 668
206 425
85 916
97 168
308 764
47 902
344 491
381 789
93 645
845 876
866 6
577 120
365 139
38 454
662 906
285 582
737 781
208 626
484 954
167 424
40 616
129 851
254 872
760 633
65 553
110 521
207 987
23 918
248 618
961 49
366 279
65 384
293 13
139 853
809 773
195 493
688 613
166 507
407 375
99 100
930 359
49 186
99 318
15 510
59 224
379 94
8 461
472 806
92 72
184 610
97 106
302 19
830 943
112 720
883 426
184 41
379 225
76 263
2 849
40 190
35 926
201 943
155 295
357 856
123 745
896 539
289 556
508 571
293 54
248 315
282 939
273 663
520 928
180 513
266 195
273 425
389 944
81 320
42 895
146 243
506 53
170 676
110 236
306 501
62 702
174 512
134 457
285 439
164 767
368 115
344 216
760 314
452 530
197 847
78 321
833 656
235 696
383 235
378 134
816 105
234 418
217 107
250 339
278 931
31 414
385 679
979 113
172 375
686 153
526 299
142 376
56 312
84 842
81 810
986 848
326 473
862 904
51 678
175 707
122 953
406 324
135 487
40 667
122 995
114 513
346 553
322 28
769 452
51 27
3 130
283 875
240 996
115 481
308 836
14 714
27 75
406 72
134 959
979 517
13 116
25 471
449 315
266 536
769 43
149 10
184 483
331 723
344 673
322 201
79 793
508 925
727 338
253 869
112 319
643 370
332 619
138 439
858 449
146 257
299 69
26 131
67 63
517 994
361 357
576 111
282 391
14 334
539 943
268 629
381 786
323 191
53 778
344 388
577 531
982 61
309 853
113 23
208 996
924 163
353 956
535 448
110 136
328 460
576 691
89 227
55 274
266 479
759 751
308 766
309 846
115 154
737 500
406 793
834 165
23 152
54 136
383 80
67 822
103 875
350 802
286 684
38 46
5 177
5 133
564 457
427 34
459 252
188 501
289 130
225 29
32 531
686 639
99 895
731 84
624 529
124 542
198 489
21 682
788 186
830 824
383 773
6 158
305 854
266 476
92 675
113 228
813 104
25 653
264 141
472 572
833 257
523 79
911 811
308 238
135 952
170 860
599 540
971 316
30 21
195 412
142 325
286 746
680 541
443 597
637 192
103 187
982 937
558 998
632 578
74 419
44 894
166 410
250 146
495 97
48 999
248 186
492 891
74 629
49 780
98 738
115 111
169 230
244 972
775 166
686 366
322 57
982 919
293 945
722 384
36 395
302 753
497 702
61 70
155 149
499 966
775 483
163 8
45 853
326 391
986 757
111 154
200 164
200 598
9 596
198 776
170 743
463 515
47 611
989 618
1 462
225 966
182 423
188 764
520 392
620 367
3 364
215 581
128 801
435 126
920 697
293 922
813 820
8 258
624 136
979 455
128 743
210 188
564 709
438 51
67 716
564 726
66 871
12 397
328 938
188 483
558 664
21 569
66 237
97 393
948 137
127 648
630 778
178 363
505 61
554 517
45 917
505 665
7 246
217 741
124 56
903 279
417 312
151 943
300 184
797 223
17 281
711 441
417 985
622 608
770 17
89 55
256 12
184 587
185 880
452 240
427 557
86 496
346 416
48 41
25 316
31 95
112 794
990 147
259 579
417 254
600 547
83 491
485 748
300 829
184 942
264 426
727 168
221 782
469 618
804 327
213 320
500 589
261 203
632 524
606 116
278 446
804 678
816 306
289 249
148 447
346 290
31 390
357 255
111 287
9 548
283 581
275 529
961 874
585 160
283 705
379 29
924 778
310 169
199 546
169 960
299 904
71 349
357 604
273 465
672 718
523 956
64 607
760 214
67 498
83 192
750 307
115 42
472 307
520 361
896 60
188 75
81 276
65 6
85 292
200 451
278 458
38 914
69 581
560 481
866 553
268 97
389 96
41 88
620 634
978 87
438 729
804 729
385 795
14 107
502 575
180 757
45 431
284 547
73 682
379 607
21 358
750 572
266 442
302 364
270 140
452 996
29 464
108 249
353 53
10 121
188 440
662 403
6 370
845 833
535 612
608 864
41 340
566 602
472 459
2 52
55 863
873 881
438 75
38 843
622 344
84 442
508 536
711 864
234 627
389 110
392 604
147 619
97 511
25 765
947 143
505 619
532 708
163 675
532 506
305 139
222 893
652 392
161 503
112 628
51 238
21 540
731 214
338 511
155 219
13 231
379 601
731 3
643 553
122 647
379 644
866 625
7 551
505 482
174 448
615 852
6 763
345 426
108 400
112 544
662 148
26 894
550 47
16 297
866 526
194 795
270 874
253 318
499 871
200 757
345 919
652 604
85 887
845 960
947 712
342 644
463 531
337 987
866 173
273 182
387 113
415 610
482 411
202 578
646 803
350 918
306 942
477 420
148 218
56 565
302 355
568 266
201 175
194 29
727 747
213 265
576 837
194 64
494 333
74 511
30 490
532 118
495 12
178 995
873 397
164 707
338 524
833 22
39 798
979 237
608 721
606 95
38 258
221 848
47 247
497 863
74 241
463 357
348 8
